Tweet,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
there are magpies gathering around me help I'm going to be swooped ! ,0,0,0,1,0,0,0,0
"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18",0,0,1,0,1,0,0,0
"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n#NoteToSelf #offended #mad #upset",1,0,0,0,0,1,0,0
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",0,0,0,1,1,0,0,0
Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,0,0,0,0,0,1,0,0
@harrietemmett great minds think alike. #rejoice,0,1,0,0,1,0,0,1
"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one ",1,0,1,0,0,0,0,0
Add Donte Moncrief to my dismal situation #blessed.,0,1,0,0,1,0,0,1
"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",1,0,1,0,1,0,0,0
"If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama",0,1,0,0,1,0,0,1
@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.,1,0,1,0,0,0,0,0
@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,0,0,1,1,0,0,0,0
being bitter only hurts yourself lmaooo,1,1,1,0,1,1,0,0
"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",1,0,0,0,0,1,0,0
im so gloomy today,0,1,0,0,0,1,0,0
@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.,1,0,1,0,0,1,0,0
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍,0,0,0,0,1,0,0,1
It really is amazing the money they g i've to some of these QB's #nfl #texans #brock ,0,1,1,0,1,1,1,1
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,1,0,1,0,0,0,0,0
I can already tell this programme is going to infuriate me #ExtremeWorld,1,0,1,0,0,0,0,0
Check out this #film Robocoq 301 #animated #shortfilms,0,1,0,0,1,0,0,0
What do you do?'\n'You are not worthy enough to know.' #what #serious,0,0,1,0,0,0,1,0
I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky,0,0,0,1,0,0,0,0
Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically,0,0,0,0,1,0,0,0
@lhbrown1990 @Jimcummingsacme I'm afraid to look!,0,0,0,1,0,0,0,0
When will the weeks full of Mondays end?? ,0,0,1,0,0,1,0,0
More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,0,1,0,0,1,0,0,0
@SunandBeachBum 'you people' infuriate me!,1,0,1,0,0,1,0,0
whats with these boxes when i search google on chrome #horrible #distracting,1,0,1,0,0,0,0,0
"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",0,1,0,1,1,0,0,0
Just put the winter duvet on ☃️❄️🌬☔️ #serious,0,1,0,0,1,0,0,0
Last night I had a dream that today was Christmas. I woke up screaming because I wasn't   ready. ,0,0,0,1,0,1,0,0
10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,1,1,1,0,0,0,1,0
"@Orrible_Ives I didn't  say anything bad about the's ituation great mate, can't  believe some were. Makes me despair of humanity",1,0,1,0,0,1,0,0
@virginmedia I've been disconnected whilst on holiday 😤 but I don't  move house until the 1st October 🤔 ,1,0,0,0,0,0,0,0
@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,1,1,1,0,1,0,0,0
@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,1,0,1,0,0,1,0,0
"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",1,0,1,0,0,0,0,0
*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),0,1,0,0,1,0,0,1
"Way too cool to die young, way too young to die sober.. #tunechi",0,1,1,0,1,1,0,0
so lost i'm faded,0,1,0,0,0,1,0,0
@MJPWGaming exactly not some flaming reject from fast and furious,1,0,1,0,0,1,0,0
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,0,1,0,0,1,0,0,1
@joey_coops yes Hun! Avoid at all costs!! #nightmare,1,1,1,1,0,1,0,0
"@ltsukis i'm love you, even if you bully me sadly",0,0,0,0,1,1,0,1
You don't  know what to expect by Brendon's video lmao LA devotee video got me shook ,0,1,0,1,1,0,1,0
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,1,0,0,1,0,0,0,0
@Rocks_n_Ropes can't  believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,1,0,1,0,0,0,0,0
@S_Moore24 wow that sounds terrific,0,1,0,0,1,0,0,0
"Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon, 'Deteriorada'",1,1,1,0,1,0,0,0
@Norn_IronMaiden @forest_fr1ends It's hilarious,0,0,0,0,1,0,0,1
"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt",0,0,0,0,1,0,0,0
An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,0,1,0,0,0,1,0,0
Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,0,1,0,0,1,0,0,0
@HunterDean_ [he gives a gleeful squeak and wraps around you] All mine!,0,0,1,0,1,0,0,1
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,0,0,0,0,0,1,0,0
"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",0,0,0,1,0,0,0,0
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,1,0,1,0,0,0,0,0
"It's not that the man did not know how to juggle, he just didn't  have the balls to do it.\n #funny #pun #lol  #punny",0,0,0,0,1,0,0,1
"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy",0,1,0,0,1,0,0,1
@trashcami this cured my depression,0,1,0,0,1,1,0,0
I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,0,1,0,0,1,0,0,0
"@EE whats with the 50p a minute charge to 150, insult to injury",1,0,1,0,0,0,0,0
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,1,0,1,1,0,0,1,0
 I can't  guess if you holding a grudge against the best',1,0,0,0,0,1,0,0
@MariamVeiszadeh #depressing it's so freaking close !,1,0,0,0,0,1,0,0
"everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up",0,1,0,0,1,0,0,0
"@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.",1,0,1,0,0,0,0,0
"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues",0,0,0,0,0,1,0,0
"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",1,0,1,0,0,0,0,0
RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't  like it?,1,0,1,0,0,1,0,0
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,1,0,1,0,0,1,0,0
"I envy ice, at least if you g i've it warmth it melts #TaylorLautner #Twilight  #quote",1,1,0,0,1,0,0,0
"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",0,0,1,0,0,0,0,0
Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,0,1,0,1,1,0,0,0
@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 ,1,1,1,0,0,1,0,0
@RaveenElexiis I fought a racist girl and she's tayed in GAVC so if you get kicked out I call BS,1,0,1,0,0,1,0,0
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,1,0,1,0,0,1,0,0
"Rojo is just terrible, how is he in our team 😂😂",1,0,1,0,0,0,0,0
aaahhhh! a little @OtisRedding to soothe the's oul. #music #blues,0,0,0,0,1,0,0,0
"It's pretty clear I can't  stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",1,0,1,0,0,1,0,0
I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo,0,0,0,0,1,1,0,0
The whole idea f a nation revolves around Kashmir &amp; global terrorism: evrn don't  care their kids dying of hunger. #NawazFightsForKashmir,0,0,1,1,0,1,0,0
Need advice on how to get out of this rut!!!! #depressing #needmotivation,0,0,0,1,0,1,0,0
I blame the whole season on Natalie! The's eason would have been so different had she not turned her back on her alliance! #pissed #bitter,1,0,1,0,0,0,0,0
@berniedole looks that way. But let's think about Rohan last week ... #optimism,0,1,0,0,1,0,0,0
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,0,0,0,0,1,0,0,0
I don't  think it's fully sunk in that Val is gone yet,1,0,1,0,0,0,0,0
@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,0,0,0,0,1,0,0,1
@T_newhouse13 as granny would say I don't  know how to chirp,0,1,0,0,0,1,0,0
It has been medically proven that laughter is an effect i've pain killer.,0,1,0,0,1,0,0,1
Cant  wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,1,1,0,0,1,0,0,0
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing ,1,0,1,0,0,0,0,0
@Wild_Lucario_ *chuckles* did I scare you?,0,0,0,1,0,0,1,0
@readanerd cheer up chuck😘,0,0,0,0,1,0,0,1
Shoutout to the drunk man on the bus who pissed in a bottle and on the's eats ,1,0,1,0,0,0,0,0
Final night shift coming up.  I won't  miss it but I will miss my work pals and the hysterical laughter that gets us through the night,0,1,0,0,1,1,0,1
@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,1,1,0,0,1,0,0,0
"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",1,0,1,0,0,1,0,0
@RyhenMessedUp goodbye despair,0,0,0,0,0,1,0,0
Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times,0,0,0,0,0,0,1,0
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,1,0,1,1,0,0,0,0
@rgam0rtis it's a common problem I've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone,0,1,0,0,1,1,0,0
@gurrie_j thanks for making me super sad about Pizza.  #freepizza,0,1,0,0,1,1,0,0
I'm so nervous 😭,0,1,0,1,0,1,0,0
LOVE LOVE LOVE #smile #fun #relaxationiskey,0,1,0,0,1,0,0,1
Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental,0,1,0,0,1,0,0,1
@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,0,1,1,0,1,1,0,0
Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,1,0,1,1,0,0,0,0
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,1,0,1,0,0,0,0,0
Manchester derby at home #revenge,1,0,1,0,0,0,0,0
@LoyalLadyMalfoy &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the's heets to his room. 'So who is •&gt;,0,1,0,0,1,0,0,0
If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,0,0,0,1,1,0,0,0
"@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just pissed me off! 😡",1,0,1,0,0,1,0,0
"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't  campaign there?",1,0,1,0,0,0,0,0
@brawl2099 See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. don't  mess with depression.,0,0,0,1,0,1,0,0
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,0,1,0,1,1,0,0,0
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 ",0,1,0,0,1,0,0,0
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun ",0,1,0,0,1,0,0,1
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ,1,0,0,0,1,0,0,1
"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",1,0,1,0,0,0,0,0
gifs on iOS10 messaging app are hilarious.,0,0,0,0,1,0,1,0
@_MariaPetrova should have stopped after 'smiled'. Being rude=not the's ame as being funny.It was just being mean  #stoppickingonwomen,1,1,1,0,0,0,0,0
@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,0,0,1,0,0,1,0,0
hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,0,1,0,0,1,0,0,1
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,0,1,0,0,1,0,0,1
I asked Jared to marry me and he's aid no. ,0,0,0,0,0,1,0,0
Treat joy and laughter as a form of worship and spiritual warfare!  #l i've #victory #worship,0,1,0,0,1,0,0,1
@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical  #lifer,1,0,1,0,0,1,0,0
im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young,0,0,0,0,1,0,0,0
"@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!",0,1,0,0,1,0,1,0
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",1,0,1,1,0,0,0,0
Why is it so windy? So glad I didn't  ride my bike.  #wind,0,0,0,0,1,1,0,0
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,0,1,0,0,1,0,0,1
@wenniss are you cheering for team Sweden today or team North American?,0,1,0,0,0,0,0,1
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",0,1,0,0,1,0,0,1
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,1,0,1,0,0,1,0,0
"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",0,0,0,0,0,1,0,0
This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,0,1,0,0,1,0,0,1
@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink,0,0,0,0,0,0,0,0
Bayern Munich pitch is horrific,1,0,1,1,0,0,0,0
At least I don't  have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,1,1,1,0,0,0,0,0
"@GRIPLIKEAVICE_ I wouldn't  mind if it didn't  you know, threaten my job when I disagree. Puts a damper on things.",1,0,1,0,0,1,0,0
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",0,1,0,0,1,0,0,0
I have another test tonight ,0,1,0,0,0,0,0,0
@jtkola @danmericaCNN she's still younger and more spry than trump,0,1,0,0,1,0,1,1
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't   that bad. #socialanxiety ",0,1,0,1,1,1,0,0
@TayerleLyle awe thank you so much Lyle!! You're the best!😀😀,0,0,0,0,1,0,0,1
What did y'all do to your app @NFLfantasy   It's horrible.  #horrible.  Worst except once ever,1,0,1,0,0,1,0,0
@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't  threaten to run,1,1,1,1,0,1,0,0
"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.",0,1,0,0,1,0,0,0
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",0,1,1,0,0,1,0,0
Try to find the good in the negative. The negat i've can turn out to be good.\n#anxietyrelief #optimism #openminded,0,1,0,0,1,0,0,1
So not pumped for this interview #nervous,0,1,0,1,0,0,0,0
Why would Enrique sub off busquet? #hilarious,0,0,0,0,1,0,0,0
How can l rule my mind !!!!!! \nIt's hilarious that you can't  😭😑😮,0,1,0,1,1,1,0,0
the rappers who stayed true to the game is rich.,0,1,0,0,1,0,0,1
😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,1,0,1,1,0,0,0,0
"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)",0,1,1,0,0,0,0,0
"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace ",0,1,0,0,1,0,0,1
@AlanAlanconway Same it's good but not great.Dont  Breathe is the horror film of the month for me. My Fav horror film of the year (so far),0,0,0,0,1,0,0,0
@addy_caylen I told her I wasn't   fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao,1,0,1,0,1,0,0,0
i resent biting my tongue.,1,0,1,0,0,0,0,0
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,0,0,0,0,1,0,0,0
"If you let a general tweet offend you, you definitely shouldnt  be on twitter.",1,0,1,0,0,0,0,0
Profit are from 5-20% per day to 100-300% per month.Dont  hesitate to contact us for the more results! info@fxventury.com,0,1,0,0,1,0,0,0
"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",0,0,0,1,0,1,0,0
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,0,0,0,1,0,0,0,0
Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram,1,0,1,0,0,0,0,0
did you know that the's parkling letters in Super Mario Galaxy spell out U R MR GAY,0,1,0,0,0,0,1,0
@comcast you charge 150 extra for sending someone out and your cable service still doesn't  work. That's robbery.  #cable #horrible #service,1,0,1,0,0,0,0,0
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. ,1,1,1,0,0,1,0,0
@lilymacintyre_ she was my favourite such a joyful soul,0,1,0,0,1,0,0,1
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,0,1,0,0,0,1,0,0
"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",0,1,0,1,1,0,0,0
@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing,1,0,0,0,0,0,0,0
That's fucking horrific defending from Schalke,1,0,1,1,0,0,0,0
Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO,0,1,0,0,1,0,0,1
"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.",0,1,0,0,1,0,0,0
I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,0,1,0,0,0,1,0,0
lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,0,0,0,0,1,0,1,0
Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise  #justsaying,0,1,0,0,1,0,0,0
@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Dont  press or say anything',1,0,1,0,0,0,0,0
@AnjiDunlap droop in leggings? Are they wearing XXXL?,0,1,0,0,0,0,1,0
Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔,0,0,0,0,1,0,1,0
@BBHOH #terrible Paul so deserved that win!!! #bbfail,0,0,0,0,1,0,0,0
the 1975 are playing antichrist why won't  @sundarakarma play hustle it's an outrage,1,0,1,0,0,0,0,0
It's meant to be!!  ,0,0,0,0,1,0,0,1
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,1,1,1,0,0,1,0,0
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,0,1,0,1,0,1,0,0
procrasting is fun until i'm an hour away from the time its due and i still haven't finished so i have a panic attack,0,0,0,1,0,0,0,0
"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",0,1,0,1,1,0,0,0
"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",0,0,0,0,0,0,0,0
"@CSNHayes understandable. Hard when he has zero offense behind him, and only a few wins since the All-Star Break.",0,1,1,0,0,1,0,0
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",0,1,0,0,1,0,0,1
First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,1,0,1,0,0,1,0,0
@RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫,1,0,1,0,0,1,1,0
"Well, this is cheery. #MrRobot",0,0,0,0,1,0,0,0
Is this the Krusty Krab?\n\nNo this is crippling depression,0,0,0,0,0,1,0,0
Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,0,0,0,1,1,0,0,0
"I don't  like pineapple I only eat them on pizza, they lose the's ting when they get cooked.",0,0,1,0,0,0,0,0
"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",0,0,1,0,0,0,0,0
"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",1,1,0,0,0,1,0,0
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",0,0,1,0,0,1,0,0
The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,1,0,0,1,0,0,0,0
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,1,0,1,0,0,1,0,0
Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,1,1,0,1,1,0,0,0
Watch this amazing live.ly broadcast by @paulzimmer #lively #musically,0,1,0,0,1,0,0,0
It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂,1,1,1,0,1,0,0,0
13 hour @bus rides make me #angry #sorry,1,0,1,0,0,0,0,0
What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing,0,0,0,0,0,1,0,0
So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,1,0,0,1,0,0,0,0
"Trying to think positive, and not let this situation discourage me ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨",0,1,0,0,1,0,0,0
It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,0,0,0,0,1,0,0,0
"During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor",0,1,0,0,1,0,0,0
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,0,1,0,1,0,0,0,0
@jbanks88 offense can't  score 3 redzone trips no points n lbs can't  pull flags n i missed a flag that lead to a td dat took da league,0,0,1,0,0,1,0,0
ari looks hilarious oh my g d this is too much,0,0,0,0,1,0,0,1
Having holiday blues! #WantToGoBackToMinehead.,0,0,0,0,1,0,0,1
.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',1,0,1,0,0,0,0,0
"The world needs more laughter, more love, and a little more of you. - R.M Drake.",0,1,0,0,1,0,0,0
@Bookselenaxxx @Hustler @Bookselenaxxx @Hustler \n👅💦👅💦👅💦👅💦👅💦👅that hot pussy unappetizing that delight,0,1,1,0,1,0,0,0
@SSheil coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.,1,0,1,0,0,0,0,0
@Rocks_n_Ropes can't  believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,1,0,1,0,0,1,0,0
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous",0,0,0,1,0,1,0,0
Hearing your parent say they're proud of you elicits infinite waves of unconceivable glee.,0,1,0,0,1,0,0,1
@Micky_A_Lawson Paddy McNair is our joint top scorer......yeah.....justlet that sink in haha,0,1,0,0,1,0,0,0
a good shorty has so much to offer &amp; it's sad that some of you niggas don't  even see it when she right in front of your face and too late,1,0,0,0,0,1,0,0
I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer,0,1,0,0,1,0,0,1
"In inter-group relationships, #anger makes people think in more negat i've and prejudiced terms about outsiders.",1,1,1,0,1,1,0,0
@LindseySanford @simplymeasured this makes me giggle with glee!,0,1,0,0,1,0,0,1
"I'm okay, don't worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",0,1,0,1,0,1,0,0
SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,0,1,0,0,1,0,0,1
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",1,0,1,0,0,0,0,0
@leener00 @libbyfloyd1 @G_Eazy my snap is andriaprebles ❤️,0,0,0,0,1,0,0,1
Job interview in the afternoon  #ek,0,1,0,1,0,0,0,0
doing some testing with my current earth burst team,0,1,0,0,1,0,0,0
"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",1,1,1,0,1,0,0,0
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",1,0,1,0,0,0,0,0
"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey",0,0,0,0,1,1,0,0
@WWE is the l i've event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge,0,1,0,0,1,0,0,1
@carlybigelow13 first you take the room now you wanna beat me up #bully,1,0,1,0,0,0,0,0
Forever angry that gh ruined Molly and morgan's bond/friendship ,1,0,0,0,1,0,0,0
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing,0,1,0,0,1,0,0,1
"Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles.",0,0,0,0,1,0,0,0
@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,0,1,0,0,1,0,0,0
@TDsNation i watch all your videos but i like madden better!,0,1,0,0,1,0,0,1
@FaithHill I remember it well #happy  #Positive,0,1,0,0,1,0,0,1
I'm still laughing 'Bitch took my pillow' line #glee #kurt,0,0,0,0,1,0,0,1
"If Payet goes either in Jan or @ the's easons end, can't  say I blame him. The boy must b so disheartened by what he's seeing at the mo.",0,1,0,0,0,1,0,0
@cazzrhughes its reflect i've of the current political debate #awful,1,0,1,0,0,0,0,0
